city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Schwalmtal,51.2225,6.2625,Germany,DE,North Rhine-Westphalia,,19062,19062
Bad Tölz,47.7603,11.5567,Germany,DE,Bavaria,minor,19061,19061
Sömmerda,51.1617,11.1169,Germany,DE,Thuringia,minor,19034,18717
Lebach,49.4100,6.9100,Germany,DE,Saarland,,19006,18694
Bad Driburg,51.7333,9.0167,Germany,DE,North Rhine-Westphalia,,19002,18985
Hemmingen,52.3236,9.7256,Germany,DE,Lower Saxony,,18998,18845
Wolfratshausen,47.9133,11.4278,Germany,DE,Bavaria,,18984,18984
Schneverdingen,53.1167,9.8000,Germany,DE,Lower Saxony,,18964,18964
Wassenberg,51.1000,6.1500,Germany,DE,North Rhine-Westphalia,,18952,18952
Neviges,51.3128,7.0869,Germany,DE,North Rhine-Westphalia,,18937,18937
Radeberg,51.1167,13.9167,Germany,DE,Saxony,,18891,18891
Bergneustadt,51.0333,7.6500,Germany,DE,North Rhine-Westphalia,,18865,18416
Burghausen,48.1667,12.8333,Germany,DE,Bavaria,,18862,18862
Nauen,52.6000,12.8831,Germany,DE,Brandenburg,,18854,18854
Prenzlau,53.3167,13.8667,Germany,DE,Brandenburg,minor,18849,18706
Marktoberdorf,47.7667,10.6167,Germany,DE,Bavaria,minor,18769,18769
Eitorf,50.7697,7.4517,Germany,DE,North Rhine-Westphalia,,18751,18751
Pfullingen,48.4656,9.2261,Germany,DE,Baden-Württemberg,,18749,18749
Burscheid,51.1000,7.1167,Germany,DE,North Rhine-Westphalia,,18681,18681
Bremervörde,53.4833,9.1333,Germany,DE,Lower Saxony,,18666,18666
Kolbermoor,47.8500,12.0667,Germany,DE,Bavaria,,18662,18662
Alfeld,51.9886,9.8269,Germany,DE,Lower Saxony,,18626,18550
Weißenburg,49.0306,10.9719,Germany,DE,Bavaria,minor,18593,18593
Bad Dürkheim,49.4594,8.1681,Germany,DE,Rhineland-Palatinate,minor,18576,18576
Crimmitschau,50.8181,12.3875,Germany,DE,Saxony,,18545,18545
Alzenau in Unterfranken,50.0667,9.0667,Germany,DE,Bavaria,,18542,18542
Püttlingen,49.2833,6.8833,Germany,DE,Saarland,,18510,18269
Schönefeld,52.3886,13.5048,Germany,DE,Brandenburg,,18499,18499
Uetersen,53.6872,9.6692,Germany,DE,Schleswig-Holstein,,18496,18476
Bad Reichenhall,47.7247,12.8769,Germany,DE,Bavaria,minor,18456,18456
Glinde,53.5406,10.2111,Germany,DE,Schleswig-Holstein,,18443,18376
Renningen,48.7661,8.9347,Germany,DE,Baden-Württemberg,,18435,18435
Vlotho,52.1667,8.8497,Germany,DE,North Rhine-Westphalia,,18429,18334
Langen,53.6116,8.6032,Germany,DE,Lower Saxony,,18395,18395
Konz,49.7000,6.5833,Germany,DE,Rhineland-Palatinate,,18348,18295
Rhaude,53.1667,7.5500,Germany,DE,Lower Saxony,,18341,18341
Kronberg,50.1833,8.5000,Germany,DE,Hesse,,18322,18322
Hoppegarten,52.5167,13.6667,Germany,DE,Brandenburg,,18322,18322
Hochheim am Main,50.0167,8.3500,Germany,DE,Hesse,,18310,18310
Wörth am Rhein,49.0517,8.2603,Germany,DE,Rhineland-Palatinate,,18274,18274
Hessisch Oldendorf,52.1667,9.2500,Germany,DE,Lower Saxony,,18228,18228
Großenhain,51.2833,13.5500,Germany,DE,Saxony,,18218,18146
Schwalmstadt,50.9333,9.2167,Germany,DE,Hesse,,18195,18195
Bönen,51.5986,7.7592,Germany,DE,North Rhine-Westphalia,,18169,18169
Vellmar,51.3500,9.4667,Germany,DE,Hesse,,18166,18166
Vechelde,52.2608,10.3719,Germany,DE,Lower Saxony,,18158,18158
Lahnstein,50.3011,7.6056,Germany,DE,Rhineland-Palatinate,,18111,18111
Heusweiler,49.3375,6.9301,Germany,DE,Saarland,,18094,17998
Parchim,53.4167,11.8333,Germany,DE,Mecklenburg-Western Pomerania,minor,18037,17467
Taufkirchen,48.0500,11.6167,Germany,DE,Bavaria,,18035,17941
Halstenbek,53.6334,9.8372,Germany,DE,Schleswig-Holstein,,17961,17961
Auerbach,50.5094,12.4000,Germany,DE,Saxony,,17947,17786
Illertissen,48.2167,10.0833,Germany,DE,Bavaria,,17843,17843
Frankenberg,51.0589,8.7967,Germany,DE,Hesse,,17808,17739
Buchen in Odenwald,49.5217,9.3233,Germany,DE,Baden-Württemberg,,17796,17756
Bobingen,48.2667,10.8167,Germany,DE,Bavaria,,17757,17757
Ismaning,48.2264,11.6725,Germany,DE,Bavaria,,17750,17750
Oberasbach,49.4219,10.9583,Germany,DE,Bavaria,,17749,17749
Freudenberg,50.8997,7.8667,Germany,DE,North Rhine-Westphalia,,17739,17677
Werdohl,51.2667,7.7667,Germany,DE,North Rhine-Westphalia,,17737,17727
Garching bei München,48.2500,11.6500,Germany,DE,Bavaria,,17711,17300
Weilerswist,50.7525,6.8378,Germany,DE,North Rhine-Westphalia,,17619,17602
Sinzig,50.5453,7.2519,Germany,DE,Rhineland-Palatinate,,17614,17414
Bexbach,49.3494,7.2594,Germany,DE,Saarland,,17577,17482
Bad Säckingen,47.5500,7.9500,Germany,DE,Baden-Württemberg,,17552,17552
Kreuzau,50.7470,6.4907,Germany,DE,North Rhine-Westphalia,,17532,17463
Bad Segeberg,53.9167,10.3167,Germany,DE,Schleswig-Holstein,minor,17529,17529
Schrobenhausen,48.5333,11.2667,Germany,DE,Bavaria,,17505,17505
Freilassing,47.8333,12.9667,Germany,DE,Bavaria,,17472,17472
Bad Münder am Deister,52.1992,9.4653,Germany,DE,Lower Saxony,,17465,17447
Remagen,50.5786,7.2306,Germany,DE,Rhineland-Palatinate,,17456,17456
Thale,51.7500,11.0500,Germany,DE,Saxony-Anhalt,,17442,16994
Bad Langensalza,51.1081,10.6467,Germany,DE,Thuringia,,17441,17157
Damme,52.5208,8.1986,Germany,DE,Lower Saxony,,17366,17366
Nidda,50.4128,9.0092,Germany,DE,Hesse,,17314,17314
Bad Münstereifel,50.5531,6.7661,Germany,DE,North Rhine-Westphalia,,17299,17152
Oerlinghausen,51.9667,8.6667,Germany,DE,North Rhine-Westphalia,,17286,17001
Brand,50.7489,6.1650,Germany,DE,North Rhine-Westphalia,,17284,17284
Sigmaringen,48.0867,9.2164,Germany,DE,Baden-Württemberg,minor,17278,17263
Bad Wildungen,51.1167,9.1167,Germany,DE,Hesse,,17231,17231
Schwalbach,49.2833,6.8167,Germany,DE,Saarland,,17218,17126
Marktredwitz,50.0000,12.0667,Germany,DE,Bavaria,,17217,17019
Wittenberge,53.0000,11.7500,Germany,DE,Brandenburg,,17206,16682
Gescher,51.9569,7.0056,Germany,DE,North Rhine-Westphalia,,17205,17186
Diepholz,52.6072,8.3711,Germany,DE,Lower Saxony,minor,17192,17192
Wadgassen,49.2667,6.7833,Germany,DE,Saarland,,17190,16900
Horn-Bad Meinberg,51.8833,8.9667,Germany,DE,North Rhine-Westphalia,,17178,17142
Finnentrop,51.1731,7.9725,Germany,DE,North Rhine-Westphalia,,17173,16780
Nümbrecht,50.9053,7.5422,Germany,DE,North Rhine-Westphalia,,17165,17165
Holzwickede,51.5000,7.6167,Germany,DE,North Rhine-Westphalia,,17118,17035
Stockach,47.8514,9.0114,Germany,DE,Baden-Württemberg,,17118,17118
Heilbad Heiligenstadt,51.3789,10.1386,Germany,DE,Thuringia,minor,17105,16899
Marienberg,50.6333,13.1500,Germany,DE,Saxony,,17097,16588
Trossingen,48.0756,8.6361,Germany,DE,Baden-Württemberg,,17095,17095
Stockelsdorf,53.8833,10.6500,Germany,DE,Schleswig-Holstein,,17079,17079
Kamenz,51.2667,14.1000,Germany,DE,Saxony,,17056,17056
Cham,49.2167,12.6500,Germany,DE,Bavaria,minor,17029,17029
Kelsterbach,50.0617,8.5311,Germany,DE,Hesse,,17013,17013
Eutin,54.1378,10.6181,Germany,DE,Schleswig-Holstein,minor,16971,16948
Bendorf,50.4297,7.5703,Germany,DE,Rhineland-Palatinate,,16962,16962
Schwarzenbek,53.5042,10.4792,Germany,DE,Schleswig-Holstein,,16940,16940
Altena,51.3000,7.6667,Germany,DE,North Rhine-Westphalia,,16922,16389
Babenhausen,49.9667,8.9500,Germany,DE,Hesse,,16920,16920
Heidenau,50.9833,13.8667,Germany,DE,Saxony,,16898,16898
Kronach,50.2411,11.3281,Germany,DE,Bavaria,minor,16874,16788
Gunzenhausen,49.1147,10.7542,Germany,DE,Bavaria,,16860,16860
Künzell,50.5500,9.7167,Germany,DE,Hesse,,16829,16829
Ginsheim-Gustavsburg,49.9833,8.3333,Germany,DE,Hesse,,16807,16761
Kelheim,48.9167,11.8667,Germany,DE,Bavaria,minor,16779,16779
Eppelborn,49.4022,6.9706,Germany,DE,Saarland,,16767,16465
Hünfeld,50.6667,9.7667,Germany,DE,Hesse,,16748,16748
Bruckmühl,47.8833,11.9167,Germany,DE,Bavaria,,16724,16724
Schwarzenberg,50.5453,12.7792,Germany,DE,Saxony,,16723,15982
Holzkirchen,47.8833,11.7000,Germany,DE,Bavaria,,16722,16722
Guben,51.9533,14.7167,Germany,DE,Brandenburg,,16656,16377
Königstein im Taunus,50.1833,8.4667,Germany,DE,Hesse,,16648,16540
Bad Wörishofen,48.0058,10.5969,Germany,DE,Bavaria,,16648,16648
Eggenstein-Leopoldshafen,49.0778,8.3925,Germany,DE,Baden-Württemberg,,16625,16546
Penzberg,47.7500,11.3833,Germany,DE,Bavaria,,16586,16553
Wurzen,51.3667,12.7167,Germany,DE,Saxony,,16575,16575
Zeulenroda,50.6486,11.9806,Germany,DE,Thuringia,,16487,15986
Sulzbach,49.2833,7.0667,Germany,DE,Saarland,,16468,16256
Seeheim-Jugenheim,49.7667,8.6500,Germany,DE,Hesse,,16451,16451
Loxstedt,53.4699,8.6479,Germany,DE,Lower Saxony,,16441,16441
Bürstadt,49.6333,8.4500,Germany,DE,Hesse,,16430,16430
Bad Lippspringe,51.7833,8.8167,Germany,DE,North Rhine-Westphalia,,16424,16424
Großostheim,49.9167,9.0833,Germany,DE,Bavaria,,16419,16278
Leopoldshöhe,52.0167,8.7000,Germany,DE,North Rhine-Westphalia,,16413,16413
Reinheim,49.8269,8.8308,Germany,DE,Hesse,,16385,16385
Wittstock,53.1636,12.4856,Germany,DE,Brandenburg,,16363,13995
Regenstauf,49.1236,12.1283,Germany,DE,Bavaria,,16343,16224
Kirchhain,50.8167,8.9167,Germany,DE,Hesse,,16298,16246
Hövelhof,51.8167,8.6500,Germany,DE,North Rhine-Westphalia,,16294,16274
Bassum,52.8494,8.7267,Germany,DE,Lower Saxony,,16289,16289
Raunheim,50.0167,8.4500,Germany,DE,Hesse,,16284,16137
Brakel,51.7167,9.1833,Germany,DE,North Rhine-Westphalia,,16270,16195
Wendlingen am Neckar,48.6747,9.3817,Germany,DE,Baden-Württemberg,,16268,16105
Illingen,49.3764,7.0525,Germany,DE,Saarland,,16262,15982
Hude,53.1111,8.4625,Germany,DE,Lower Saxony,,16248,15993
Straelen,51.4500,6.2667,Germany,DE,North Rhine-Westphalia,,16232,16232
Pocking,48.4000,13.3167,Germany,DE,Bavaria,,16223,16223
Brackenheim,49.0833,9.0667,Germany,DE,Baden-Württemberg,,16219,16219
Wardenburg,53.0617,8.1967,Germany,DE,Lower Saxony,,16213,16213
Wiefelstede,53.2581,8.1172,Germany,DE,Lower Saxony,,16167,16167
Freiberg am Neckar,48.9333,9.2000,Germany,DE,Baden-Württemberg,,16153,16153
Michelstadt,49.6786,9.0039,Germany,DE,Hesse,,16151,16078
Großenkneten,52.9500,8.2667,Germany,DE,Lower Saxony,,16144,16144
Kierspe,51.1333,7.5667,Germany,DE,North Rhine-Westphalia,,16137,16043
Schmelz,49.4167,6.8333,Germany,DE,Saarland,,16136,16136
Markranstädt,51.3017,12.2211,Germany,DE,Saxony,,16121,16121
Halver,51.1833,7.4667,Germany,DE,North Rhine-Westphalia,,16120,16120
Kirchlengern,52.2000,8.6331,Germany,DE,North Rhine-Westphalia,,16111,16111
Bargteheide,53.7167,10.2667,Germany,DE,Schleswig-Holstein,,16109,15987
Oyten,53.0611,9.0178,Germany,DE,Lower Saxony,,16085,16085
Petersberg,50.5667,9.7167,Germany,DE,Hesse,,16069,16069
Erwitte,51.6167,8.3500,Germany,DE,North Rhine-Westphalia,,16045,16043
Poing,48.1667,11.8167,Germany,DE,Bavaria,,16042,16042
Eilenburg,51.4608,12.6358,Germany,DE,Saxony,,16031,16031
Aue,50.5853,12.7008,Germany,DE,Saxony,,16012,16012
Marbach am Neckar,48.9333,9.2500,Germany,DE,Baden-Württemberg,,16008,15797
Preetz,54.2367,10.2822,Germany,DE,Schleswig-Holstein,,16005,16005
Alsfeld,50.7511,9.2711,Germany,DE,Hesse,,15989,15945
Stahnsdorf,52.3922,13.2167,Germany,DE,Brandenburg,,15983,15983
Bad Essen,52.3214,8.3400,Germany,DE,Lower Saxony,,15982,15982
Lübbenau/Spreewald,51.8667,13.9667,Germany,DE,Brandenburg,,15969,15761
Finsterwalde,51.6282,13.7102,Germany,DE,Brandenburg,,15968,15748
Bad Bentheim,52.3031,7.1597,Germany,DE,Lower Saxony,,15948,15948
Weener,53.1692,7.3564,Germany,DE,Lower Saxony,,15927,15927
Schlüchtern,50.3500,9.5167,Germany,DE,Hesse,,15927,15927
Wendelstein,49.3536,11.1483,Germany,DE,Bavaria,,15909,15909
Brüggen,51.2417,6.1822,Germany,DE,North Rhine-Westphalia,,15907,15907
Eilendorf,50.7794,6.1625,Germany,DE,North Rhine-Westphalia,,15892,15892
Clausthal-Zellerfeld,51.8050,10.3356,Germany,DE,Lower Saxony,,15888,14804
Füssen,47.5667,10.7000,Germany,DE,Bavaria,,15800,15800
Königslutter am Elm,52.2500,10.8167,Germany,DE,Lower Saxony,,15786,15786
Taucha,51.3800,12.4936,Germany,DE,Saxony,,15733,15733
Wadern,49.5167,6.8667,Germany,DE,Saarland,,15727,15697
Bitburg,49.9667,6.5333,Germany,DE,Rhineland-Palatinate,minor,15700,15700
Dieburg,49.9000,8.8500,Germany,DE,Hesse,,15679,15500
Künzelsau,49.2833,9.6833,Germany,DE,Baden-Württemberg,minor,15637,15637
Templin,53.1167,13.5000,Germany,DE,Brandenburg,,15636,15540
Simmerath,50.6000,6.2997,Germany,DE,North Rhine-Westphalia,,15614,15614
Drensteinfurt,51.7944,7.7392,Germany,DE,North Rhine-Westphalia,,15607,15607
Breisach am Rhein,48.0333,7.5833,Germany,DE,Baden-Württemberg,,15606,15588
Ascheberg,51.7889,7.6200,Germany,DE,North Rhine-Westphalia,,15602,15602
Schiffweiler,49.3667,7.1167,Germany,DE,Saarland,,15595,15552
Erlensee,50.1333,8.9333,Germany,DE,Hesse,,15579,15579
Niederkrüchten,51.1989,6.2194,Germany,DE,North Rhine-Westphalia,,15550,15075
Ebersbach an der Fils,48.7147,9.5236,Germany,DE,Baden-Württemberg,,15535,15531
Walldorf,49.3000,8.6500,Germany,DE,Baden-Württemberg,,15534,15473
Weißwasser/Oberlausitz,51.5000,14.6333,Germany,DE,Saxony,,15521,15198
Rahden,52.4167,8.6167,Germany,DE,North Rhine-Westphalia,,15505,15505
Langenau,48.4967,10.1200,Germany,DE,Baden-Württemberg,,15501,15501
Ribnitz-Damgarten,54.2500,12.4667,Germany,DE,Mecklenburg-Western Pomerania,,15451,15451
Hille,52.3331,8.7500,Germany,DE,North Rhine-Westphalia,,15445,15374
Garrel,52.9581,8.0253,Germany,DE,Lower Saxony,,15428,15428
Bad Neustadt,50.3219,10.2161,Germany,DE,Bavaria,minor,15411,15277
Boppard,50.2314,7.5908,Germany,DE,Rhineland-Palatinate,,15403,15403
Sandhausen,49.3439,8.6581,Germany,DE,Baden-Württemberg,,15378,15378
Mindelheim,48.0333,10.4667,Germany,DE,Bavaria,minor,15364,15364
Eppelheim,49.4000,8.6333,Germany,DE,Baden-Württemberg,,15359,15359
Hofgeismar,51.4833,9.4000,Germany,DE,Hesse,,15309,15309
Neustadt in Holstein,54.1072,10.8158,Germany,DE,Schleswig-Holstein,,15288,15288
Neustadt bei Coburg,50.3289,11.1211,Germany,DE,Bavaria,,15257,14951
Mainburg,48.6500,11.7833,Germany,DE,Bavaria,,15241,15165
Ratekau,53.9500,10.7333,Germany,DE,Schleswig-Holstein,,15231,15166
Gehrden,52.3117,9.6003,Germany,DE,Lower Saxony,,15177,15177
Witzenhausen,51.3422,9.8578,Germany,DE,Hesse,,15167,14943
Blomberg,51.9333,9.0833,Germany,DE,North Rhine-Westphalia,,15154,15095
Bad Bramstedt,53.9186,9.8844,Germany,DE,Schleswig-Holstein,,15149,15149
Ober-Ramstadt,49.8333,8.7500,Germany,DE,Hesse,,15130,15011
Selb,50.1667,12.1333,Germany,DE,Bavaria,,15128,14609
Schriesheim,49.4736,8.6592,Germany,DE,Baden-Württemberg,,15081,14897
Odenthal,51.0333,7.1167,Germany,DE,North Rhine-Westphalia,,15063,15063
Hückeswagen,51.1450,7.3417,Germany,DE,North Rhine-Westphalia,,15060,14706
Landsberg,51.5333,12.1667,Germany,DE,Saxony-Anhalt,,15054,14960
Dorfen,48.2667,12.1500,Germany,DE,Bavaria,,14992,14992
Langelsheim,51.9381,10.3350,Germany,DE,Lower Saxony,,14990,14990
Mering,48.2625,10.9844,Germany,DE,Bavaria,,14986,14986
Brake,53.3333,8.4833,Germany,DE,Lower Saxony,minor,14965,14884
Beckingen,49.3928,6.7008,Germany,DE,Saarland,,14958,14923
Büttelborn,49.9022,8.5137,Germany,DE,Hesse,,14955,14955
Burbach,50.7444,8.0861,Germany,DE,North Rhine-Westphalia,,14924,14924
Hilchenbach,50.9983,8.1094,Germany,DE,North Rhine-Westphalia,,14906,14583
Grenzach-Wyhlen,47.5517,7.6592,Germany,DE,Baden-Württemberg,,14897,14848
Markgröningen,48.9047,9.0808,Germany,DE,Baden-Württemberg,,14865,14865
Bad Wurzach,47.9094,9.8994,Germany,DE,Baden-Württemberg,,14827,14827
Grefrath,51.3363,6.3408,Germany,DE,North Rhine-Westphalia,,14802,14734
Ritterhude,53.1861,8.7580,Germany,DE,Lower Saxony,,14800,14800
Fritzlar,51.1333,9.2833,Germany,DE,Hesse,,14780,14780
Niedernhausen,50.1617,8.3176,Germany,DE,Hesse,,14766,14738
Baiersbronn,48.5058,8.3711,Germany,DE,Baden-Württemberg,,14741,14741
Usingen,50.3344,8.5375,Germany,DE,Hesse,,14733,14733
Groß-Zimmern,49.8726,8.8343,Germany,DE,Hesse,,14691,14691
Bissendorf,52.2333,8.1667,Germany,DE,Lower Saxony,,14680,14680
Rotenburg an der Fulda,50.9961,9.7278,Germany,DE,Hesse,,14676,13848
Münster,49.9167,8.8667,Germany,DE,Hesse,,14672,14397
Schiffdorf,53.5355,8.6622,Germany,DE,Lower Saxony,,14665,14665
Ratzeburg,53.7000,10.7500,Germany,DE,Schleswig-Holstein,minor,14652,14418
Pattensen,52.2667,9.7667,Germany,DE,Lower Saxony,,14636,14525
Neu-Anspach,50.2931,8.5089,Germany,DE,Hesse,,14618,14439
Malsch,48.8808,8.3342,Germany,DE,Baden-Württemberg,,14616,14616
Hohenstein-Ernstthal,50.8000,12.7167,Germany,DE,Saxony,,14607,14164
Much,50.9167,7.4000,Germany,DE,North Rhine-Westphalia,,14577,14577
Wilsdruff,51.0522,13.5383,Germany,DE,Saxony,,14559,14559
Schwabmünchen,48.1789,10.7550,Germany,DE,Bavaria,,14553,14553
Jever,53.5744,7.9008,Germany,DE,Lower Saxony,minor,14550,14550
Lauda-Königshofen,49.5686,9.7039,Germany,DE,Baden-Württemberg,,14542,14469
Neubiberg,48.0833,11.6833,Germany,DE,Bavaria,,14538,14473
Münsingen,48.4128,9.4953,Germany,DE,Baden-Württemberg,,14524,14524
Isny im Allgäu,47.6919,10.0394,Germany,DE,Baden-Württemberg,,14518,14518
Riegelsberg,49.2942,6.9375,Germany,DE,Saarland,,14501,14268
Neustadt an der Donau,48.8000,11.7667,Germany,DE,Bavaria,,14495,14495
Olsberg,51.3500,8.4833,Germany,DE,North Rhine-Westphalia,,14489,14410
Spenge,52.1333,8.4833,Germany,DE,North Rhine-Westphalia,,14487,14313
Rehlingen-Siersburg,49.3686,6.6786,Germany,DE,Saarland,,14469,14343
Eberbach,49.4667,8.9833,Germany,DE,Baden-Württemberg,,14460,14313
Hatten,53.0083,8.3167,Germany,DE,Lower Saxony,,14440,14440
Uhingen,48.7058,9.5919,Germany,DE,Baden-Württemberg,,14439,14439
Rellingen,53.6500,9.8167,Germany,DE,Schleswig-Holstein,,14437,14437
Plochingen,48.7117,9.4164,Germany,DE,Baden-Württemberg,,14433,14433
Langwedel,52.9999,9.1732,Germany,DE,Lower Saxony,,14425,14425
Langenselbold,50.1833,9.0333,Germany,DE,Hesse,,14421,14421
Ottweiler,49.3667,7.1667,Germany,DE,Saarland,,14395,14395
Montabaur,50.4375,7.8258,Germany,DE,Rhineland-Palatinate,minor,14391,14391
Harsefeld,53.4500,9.5000,Germany,DE,Lower Saxony,,14378,14378
Löbau,51.0944,14.6667,Germany,DE,Saxony,,14363,14363
Angermünde,53.0333,14.0000,Germany,DE,Brandenburg,,14360,13696
Mittweida,50.9856,12.9811,Germany,DE,Saxony,,14351,14351
Oschatz,51.3003,13.1072,Germany,DE,Saxony,,14349,14222
Stein bei Nürnberg,49.4167,11.0167,Germany,DE,Bavaria,,14329,14329
Immenstadt im Allgäu,47.5667,10.2167,Germany,DE,Bavaria,,14315,14315
Gernsbach,48.7633,8.3342,Germany,DE,Baden-Württemberg,,14296,14171
Brühl,49.4000,8.5353,Germany,DE,Baden-Württemberg,,14288,14189
Markdorf,47.7208,9.3917,Germany,DE,Baden-Württemberg,,14284,14284
Abensberg,48.8000,11.8500,Germany,DE,Bavaria,,14284,14284
Bad Camberg,50.3000,8.2667,Germany,DE,Hesse,,14263,14158
Sassenberg,51.9897,8.0408,Germany,DE,North Rhine-Westphalia,,14260,14258
Lohfelden,51.2716,9.5487,Germany,DE,Hesse,,14252,14252
Edingen-Neckarhausen,49.4469,8.6094,Germany,DE,Baden-Württemberg,,14238,14008
Uslar,51.6597,9.6358,Germany,DE,Lower Saxony,,14236,14062
Maisach,48.2167,11.2667,Germany,DE,Bavaria,,14223,14223
Meerane,50.8519,12.4636,Germany,DE,Saxony,,14208,13883
Tostedt,53.2833,9.7167,Germany,DE,Lower Saxony,,14206,14206
Niederzier,50.8831,6.4667,Germany,DE,North Rhine-Westphalia,,14180,14180
Dippoldiswalde,50.8933,13.6667,Germany,DE,Saxony,,14179,14179
Mittegroßefehn,53.3833,7.5833,Germany,DE,Lower Saxony,,14138,14138
Lotte,52.2764,7.9167,Germany,DE,North Rhine-Westphalia,,14135,14109
Eching,48.3000,11.6167,Germany,DE,Bavaria,,14130,14130
Tornesch,53.7000,9.7167,Germany,DE,Schleswig-Holstein,,14118,14118
Feucht,49.3758,11.2131,Germany,DE,Bavaria,,14088,14088
Frankenberg,50.9108,13.0378,Germany,DE,Saxony,,14088,13724
Burglengenfeld,49.2000,12.0333,Germany,DE,Bavaria,,14086,14086
Lauchhammer,51.5000,13.8000,Germany,DE,Brandenburg,,14070,13930
Langerwehe,50.8167,6.3497,Germany,DE,North Rhine-Westphalia,,14050,14050
Friedland,51.4167,9.9333,Germany,DE,Lower Saxony,,14050,14050
Wennigsen,52.2742,9.5708,Germany,DE,Lower Saxony,,14043,14043
Lübben (Spreewald),51.9500,13.9000,Germany,DE,Brandenburg,minor,14036,13937
Murrhardt,48.9800,9.5814,Germany,DE,Baden-Württemberg,,14033,13924
Hettstedt,51.6333,11.5000,Germany,DE,Saxony-Anhalt,,14023,13623
Ahrensfelde,52.5762,13.5753,Germany,DE,Brandenburg,,14011,14011
Genthin,52.4000,12.1667,Germany,DE,Saxony-Anhalt,,13985,13402
Neutraubling,48.9936,12.1953,Germany,DE,Bavaria,,13981,13981
Bovenden,51.5897,9.9222,Germany,DE,Lower Saxony,,13972,13972
Bebra,50.9711,9.7903,Germany,DE,Hesse,,13972,13972
Leuna,51.3167,12.0167,Germany,DE,Saxony-Anhalt,,13969,13899
Kalkar,51.7389,6.2925,Germany,DE,North Rhine-Westphalia,,13953,13953
Gräfelfing,48.1189,11.4289,Germany,DE,Bavaria,,13939,13583
Lich,50.5217,8.8208,Germany,DE,Hesse,,13938,13938
Lengede,52.2049,10.3078,Germany,DE,Lower Saxony,,13937,13937
Grafing bei München,48.0500,11.9667,Germany,DE,Bavaria,,13936,13936
Lorsch,49.6539,8.5675,Germany,DE,Hesse,,13930,13930
Neuenkirchen,52.2411,7.3689,Germany,DE,North Rhine-Westphalia,,13905,13865
Wanzleben,52.0667,11.4333,Germany,DE,Saxony-Anhalt,,13903,13821
Belm,52.3000,8.1333,Germany,DE,Lower Saxony,,13896,13896
Schneeberg,50.5942,12.6456,Germany,DE,Saxony,,13894,13864
Aldenhoven,50.8958,6.2831,Germany,DE,North Rhine-Westphalia,,13893,13893
Eggenfelden,48.4039,12.7642,Germany,DE,Bavaria,,13853,13853
Landau an der Isar,48.6667,12.6667,Germany,DE,Bavaria,,13852,13852
Hilpoltstein,49.1833,11.1833,Germany,DE,Bavaria,,13852,13852
Lauterbach,50.6378,9.3944,Germany,DE,Hesse,minor,13852,13852
Sankt Leon-Rot,49.2653,8.5986,Germany,DE,Baden-Württemberg,,13849,13849
Grünstadt,49.5692,8.1681,Germany,DE,Rhineland-Palatinate,,13840,13840
Zeven,53.3000,9.2833,Germany,DE,Lower Saxony,,13828,13828
Erbach,49.6569,8.9931,Germany,DE,Hesse,minor,13818,13818
Vöhringen,48.2833,10.0833,Germany,DE,Bavaria,,13800,13800
Erbach,48.3281,9.8878,Germany,DE,Baden-Württemberg,,13797,13797
Markt Schwaben,48.1917,11.8681,Germany,DE,Bavaria,,13761,13761
Weißenhorn,48.3000,10.1667,Germany,DE,Bavaria,,13743,13743
Schmölln,50.8950,12.3564,Germany,DE,Thuringia,,13741,13620
Aßlar,50.5833,8.4667,Germany,DE,Hesse,,13725,13725
Philippsburg,49.2333,8.4500,Germany,DE,Baden-Württemberg,,13713,13713
Melsungen,51.1333,9.5500,Germany,DE,Hesse,,13695,13695
Grünberg,50.6000,8.9500,Germany,DE,Hesse,,13694,13694
Denzlingen,48.0683,7.8825,Germany,DE,Baden-Württemberg,,13686,13686
Eppstein,50.1333,8.4000,Germany,DE,Hesse,,13673,13673
Buchloe,48.0375,10.7250,Germany,DE,Bavaria,,13668,13668
Oberhaching,48.0167,11.5833,Germany,DE,Bavaria,,13657,13608
Meckenbeuren,47.7000,9.5625,Germany,DE,Baden-Württemberg,,13651,13651
Bergen,54.4167,13.4333,Germany,DE,Mecklenburg-Western Pomerania,,13647,13647
Höchstadt an der Aisch,49.7000,10.8000,Germany,DE,Bavaria,,13632,13632
Michendorf,52.3129,13.0292,Germany,DE,Brandenburg,,13618,13618
Biedenkopf,50.9128,8.5322,Germany,DE,Hesse,,13614,13361
Quakenbrück,52.6772,7.9575,Germany,DE,Lower Saxony,,13612,13612
Hünxe,51.6417,6.7672,Germany,DE,North Rhine-Westphalia,,13611,13611
Krumbach,48.2500,10.3667,Germany,DE,Bavaria,,13610,13610
Haßfurt,50.0167,10.5000,Germany,DE,Bavaria,minor,13609,13596
Beverstedt,53.4340,8.8183,Germany,DE,Lower Saxony,,13608,13608
Ettenheim,48.2556,7.8119,Germany,DE,Baden-Württemberg,,13603,13603
Schermbeck,51.6950,6.8756,Germany,DE,North Rhine-Westphalia,,13599,13464
Löningen,52.7167,7.7667,Germany,DE,Lower Saxony,,13592,13592
Bad Laasphe,50.9303,8.4167,Germany,DE,North Rhine-Westphalia,,13565,13337
Bergen,52.8103,9.9611,Germany,DE,Lower Saxony,,13556,13371
Marienheide,51.0833,7.5333,Germany,DE,North Rhine-Westphalia,,13552,13465
